2019-01-05,209,142,Calgary,AB,48061487,249076,Frozen Foods,5611121,5.0,2,10.0,5.0,2,10.0,Frozen Foods249076,4.933045590877298,4.865399936156934,4.940359040092057,4.754256701976149
2019-01-05,209,142,Calgary,AB,48061487,246012,Frozen Foods,5611121,5.5,2,11.0,5.5,2,11.0,Frozen Foods246012,5.273006049976156,5.650937094782594,6.111455370988531,6.510127654182469
2019-01-05,209,142,Calgary,AB,48061487,249324,Frozen Foods,5611121,6.428571428571429,7,45.0,6.428571428571429,7,45.0,Frozen Foods249324,6.504584166609895,7.0031056646536145,7.1727323915622945,7.748301426354809
2019-01-05,209,142,Calgary,AB,48061487,234948,Frozen Foods,5611121,11.5,2,23.0,11.5,2,23.0,Frozen Foods234948,11.141102186390786,11.149164541762735,10.857179348965634,10.39471827343928
2019-01-05,209,142,Calgary,AB,48061487,261651,Frozen Foods,5611121,6.363636363636362,11,70.0,6.3636363636363615,11,70.0,Frozen Foods261651,6.749942725087931,7.347346064317074,7.106426963280078,6.845318353969385
2019-01-05,209,142,Calgary,AB,48061487,234493,Frozen Foods,5611121,8.571428571428571,7,60.0,8.571428571428571,7,60.0,Frozen Foods234493,8.859961736893494,9.033865596563727,9.92119765930187,10.454382633977003
2019-01-05,209,142,Calgary,AB,48061487,234215,Frozen Foods,5611121,10.692307692307693,13,139.0,10.692307692307693,13,139.0,Frozen Foods234215,11.713845082290042,11.565357056014975,11.240760869921978,12.152594750352108
2019-01-05,209,142,Calgary,AB,48061487,269775,Frozen Foods,5611121,3.75,4,15.0,3.75,4,15.0,Frozen Foods269775,4.033001831756091,4.159697768181003,4.320463152980258,4.740972559466588
2019-01-05,209,142,Calgary,AB,48061487,239601,Frozen Foods,5611121,5.0,1,5.0,5.0,1,5.0,Frozen Foods239601,4.8547200984717644,4.919295891758495,5.324998225813009,5.7534076501265865
2019-01-05,209,142,Calgary,AB,48061487,239677,Frozen Foods,5611121,6.0,3,18.0,6.0,3,18.0,Frozen Foods239677,6.528498782486367,6.553135967686364,6.964872672988845,7.295117247039229
2019-01-05,209,142,Calgary,AB,48061487,270061,Frozen Foods,5611121,3.5,2,7.0,3.5,2,7.0,Frozen Foods270061,3.3950136447627175,3.49385745749974,3.745871024461223,3.7971757229535985
2019-01-05,209,142,Calgary,AB,48061487,232015,Frozen Foods,5611121,9.5,2,19.0,9.5,2,19.0,Frozen Foods232015,9.112770981766861,9.485268125800602,9.726435165525057,9.42476558055714
2019-01-05,209,142,Calgary,AB,48061487,232013,Frozen Foods,5611121,8.0,5,40.0,8.0,5,40.0,Frozen Foods232013,8.098488167514928,7.884800672938602,7.791699656525329,8.526516725564528
2019-01-05,209,142,Calgary,AB,48061487,232018,Frozen Foods,5611121,9.25,4,37.0,9.25,4,37.0,Frozen Foods232018,9.843349011676993,10.440620918742173,11.175729033352695,11.342542892427986
2019-01-05,209,142,Calgary,AB,48061487,235812,Frozen Foods,5611121,4.866666666666666,15,73.0,4.866666666666666,15,73.0,Frozen Foods235812,4.894400758368763,4.746261380618001,4.602819905047891,4.67567717280113
2019-01-05,209,142,Calgary,AB,48061487,235705,Frozen Foods,5611121,4.333333333333333,3,13.0,4.333333333333333,3,13.0,Frozen Foods235705,4.636060083521257,4.883950879120058,5.008272722798039,5.466628109438805
2019-01-05,209,142,Calgary,AB,48061487,236550,Frozen Foods,5611121,5.0,3,15.0,5.0,3,15.0,Frozen Foods236550,4.896599096808329,5.259991715376142,5.123741883458123,5.5532128832103576
2019-01-05,209,142,Calgary,AB,48061487,261714,Frozen Foods,5611121,3.5,2,7.0,3.5,2,7.0,Frozen Foods261714,3.618345397933443,3.7039567650927268,4.019262337076934,4.33872186590707
2019-01-05,209,142,Calgary,AB,48061487,233509,Frozen Foods,5611121,6.75,8,54.0,6.75,8,54.0,Frozen Foods233509,7.0664428849348555,7.709248580791721,7.663717922480348,7.56012295645601
2019-01-05,209,142,Calgary,AB,48061487,234724,Frozen Foods,5611121,6.8181818181818175,11,75.0,6.8181818181818175,11,75.0,Frozen Foods234724,6.8108649965304835,6.689411764201278,7.058934492315935,6.936326039704223
2019-01-05,209,142,Calgary,AB,48061487,245237,Frozen Foods,5611121,2.6,5,13.0,2.6,5,13.0,Frozen Foods245237,2.700035846180596,2.865361235522983,2.882529036880574,2.864644115020208
2019-01-05,209,142,Calgary,AB,48061487,276557,Frozen Foods,5611121,3.5,4,14.0,3.5,4,14.0,Frozen Foods276557,3.7581439522572984,4.006679648347141,3.961725418437695,4.195941039414188
2019-01-05,209,142,Calgary,AB,48061487,235011,Frozen Foods,5611121,7.5,4,30.0,7.5,4,30.0,Frozen Foods235011,7.402047631096582,7.86582806439228,8.022504298403481,8.11129244616612
